,carat,cut,table,price,x,y,z
521,0.71,1,59.0,2825,5.73,5.66,3.54
522,0.83,1,59.0,2825,6.08,6.05,3.64
523,0.73,3,57.0,2825,5.75,5.8,3.58
524,0.83,1,59.0,2825,6.02,5.95,3.74
525,1.17,1,61.0,2825,6.9,6.83,4.13
526,0.91,4,67.0,2825,6.24,6.19,3.81
527,0.73,1,60.0,2826,5.75,5.68,3.58
528,0.7,2,59.0,2826,5.94,5.88,3.38
529,0.9,1,59.0,2826,6.11,6.07,3.79
530,0.7,1,58.0,2826,5.66,5.6,3.5
531,0.7,3,56.0,2826,5.6,5.58,3.54
532,0.7,1,61.0,2826,5.78,5.74,3.42
533,0.9,3,56.0,2826,6.17,6.07,3.88
534,0.78,1,60.0,2826,5.97,5.94,3.62
535,0.96,0,55.0,2826,6.41,6.37,3.88
536,0.7,3,59.0,2827,5.67,5.7,3.54
537,0.72,2,54.0,2827,5.68,5.7,3.64
538,0.79,1,58.0,2827,5.96,5.9,3.71
539,0.7,0,57.0,2827,5.69,5.74,3.52
540,0.7,0,55.0,2827,5.66,5.7,3.54
541,0.7,0,57.0,2828,5.74,5.77,3.49
542,1.01,1,61.0,2828,6.39,6.31,3.91
543,0.72,1,58.0,2829,5.75,5.7,3.56
544,0.8,2,54.0,2829,5.91,5.87,3.75
545,0.59,0,56.0,2829,5.36,5.38,3.33
546,0.72,0,57.0,2829,5.77,5.74,3.55
547,0.75,1,57.0,2829,5.88,5.82,3.62
548,0.8,1,57.0,2829,6.05,6.01,3.63
549,0.71,3,59.0,2830,5.65,5.7,3.56
550,0.77,3,56.0,2830,5.84,5.89,3.62
551,0.97,0,56.0,2830,6.41,6.43,3.9
552,0.53,0,57.0,2830,5.23,5.29,3.19
553,0.53,0,57.0,2830,5.16,5.19,3.2
554,0.8,0,54.4,2830,5.94,5.99,3.7
555,0.9,1,62.0,2830,6.21,6.13,3.74
556,0.76,3,60.0,2831,5.89,5.98,3.61
557,0.72,0,57.0,2831,5.7,5.76,3.57
558,0.75,0,57.0,2831,5.82,5.87,3.59
559,0.72,1,58.0,2831,5.73,5.76,3.57
560,0.79,0,56.0,2831,5.93,5.91,3.66
561,0.72,3,58.0,2832,5.71,5.75,3.58
562,0.91,3,61.0,2832,6.15,6.18,3.87
563,0.71,1,57.0,2832,5.75,5.65,3.54
564,0.81,1,60.0,2832,5.87,5.81,3.68
565,0.82,0,57.0,2832,5.91,5.97,3.71
566,0.71,1,58.0,2832,5.72,5.66,3.54
567,0.9,2,63.0,2832,6.05,6.01,3.88
568,0.8,3,58.0,2833,5.86,5.95,3.66
569,0.56,3,59.0,2833,5.28,5.34,3.24
570,0.7,3,61.0,2833,5.77,5.8,3.45
571,0.7,0,57.0,2833,5.74,5.76,3.51
572,0.61,0,55.0,2833,5.45,5.48,3.37
573,0.85,0,57.0,2833,6.02,6.07,3.78
574,0.7,0,57.0,2833,5.73,5.75,3.49
575,0.8,0,56.0,2834,5.94,5.87,3.67
576,0.8,0,57.0,2834,5.91,5.87,3.7
577,0.51,3,58.0,2834,5.16,5.19,3.1
578,0.53,0,57.0,2834,5.2,5.23,3.2
579,0.78,0,55.0,2834,5.92,5.95,3.67
580,0.9,3,54.0,2834,6.17,6.14,3.9
581,0.9,4,59.0,2834,6.07,6.0,3.94
582,0.77,0,55.0,2834,6.01,5.95,3.63
583,0.73,0,56.0,2835,5.89,5.81,3.58
584,0.63,0,57.0,2835,5.47,5.51,3.4
585,0.7,0,54.0,2835,5.7,5.75,3.52
586,0.72,0,57.0,2835,5.71,5.73,3.59
587,0.72,0,57.0,2835,5.78,5.8,3.53
588,0.75,1,59.0,2835,6.04,5.94,3.57
589,0.82,3,56.0,2836,6.04,6.06,3.67
590,0.71,2,60.0,2836,5.6,5.65,3.53
591,0.7,1,59.0,2837,5.69,5.66,3.55
592,0.7,0,56.0,2837,5.74,5.69,3.53
593,0.71,0,53.0,2838,5.86,5.82,3.49
594,0.76,3,55.0,2838,5.92,5.94,3.61
595,0.82,4,58.0,2838,5.83,5.79,3.77
596,0.72,1,60.0,2838,5.91,5.89,3.47
597,0.7,1,58.0,2838,5.72,5.64,3.54
598,0.7,1,58.0,2838,5.69,5.63,3.49
599,0.7,1,55.0,2838,5.73,5.64,3.56
600,0.7,1,61.0,2838,5.83,5.79,3.45
601,0.7,3,59.0,2838,5.53,5.49,3.5
602,0.7,1,61.0,2838,5.71,5.66,3.46
603,0.7,1,58.0,2838,5.85,5.75,3.45
604,0.7,1,60.0,2838,5.64,5.57,3.53
605,0.74,3,57.0,2839,5.85,5.89,3.52
606,0.71,0,57.0,2839,5.74,5.71,3.52
607,0.7,0,54.0,2839,5.75,5.72,3.53
608,0.71,0,55.0,2839,5.82,5.68,3.57
609,0.71,1,61.0,2839,5.84,5.81,3.44
610,0.71,1,60.0,2839,5.82,5.8,3.43
611,0.71,1,58.0,2839,5.75,5.72,3.47
612,0.7,0,53.0,2839,5.73,5.71,3.57
613,0.73,0,54.0,2839,5.8,5.82,3.59
614,0.7,0,54.0,2839,5.69,5.72,3.54
615,0.7,0,57.0,2839,5.71,5.74,3.51
616,0.71,1,58.0,2839,5.82,5.78,3.5
617,0.71,1,58.0,2839,5.87,5.82,3.46
618,0.79,1,62.0,2839,6.09,6.01,3.59
619,0.71,1,59.0,2839,5.7,5.62,3.55
620,0.77,3,60.0,2840,5.9,5.87,3.59
621,0.75,3,56.0,2840,5.85,5.92,3.52
622,0.7,0,56.0,2840,5.75,5.8,3.52
623,0.71,1,56.0,2840,5.88,5.82,3.47
624,0.92,0,56.0,2840,6.27,6.2,3.86
625,0.83,1,59.0,2840,6.08,6.04,3.72
626,0.7,1,60.0,2840,5.87,5.78,3.45
627,0.73,1,59.0,2841,5.9,5.87,3.55
628,0.71,3,55.0,2841,5.69,5.61,3.58
629,0.73,3,57.0,2841,5.66,5.71,3.63
630,0.82,0,53.0,2841,6.0,6.12,3.74
631,0.82,0,56.0,2841,5.96,6.02,3.73
632,0.82,3,57.0,2841,6.12,6.14,3.66
633,0.52,0,56.0,2841,5.19,5.21,3.18
634,1.0,1,60.0,2841,6.6,6.55,3.87
635,0.95,4,56.0,2841,6.16,6.03,4.06
636,0.73,0,57.0,2841,5.76,5.8,3.55
637,0.73,1,59.0,2841,5.87,5.77,3.5
638,0.73,1,58.0,2841,5.82,5.77,3.56
639,0.8,0,54.0,2842,5.92,5.96,3.72
640,0.7,1,61.0,2842,5.8,5.72,3.38
641,0.7,3,62.0,2843,5.71,5.75,3.45
642,0.7,3,58.0,2843,5.65,5.67,3.55
643,0.71,3,58.0,2843,5.76,5.82,3.44
644,0.81,3,58.0,2843,5.91,5.92,3.74
645,0.71,3,58.0,2843,5.73,5.79,3.54
646,0.73,0,57.0,2843,5.81,5.84,3.57
647,0.73,3,59.0,2843,5.73,5.79,3.56
648,0.72,0,57.0,2843,5.71,5.74,3.55
649,0.81,0,57.0,2843,5.91,5.95,3.68
650,0.71,0,57.0,2843,5.81,5.78,3.52
651,0.73,3,61.0,2844,5.92,5.96,3.43
652,0.7,3,59.0,2844,5.65,5.68,3.51
653,1.01,0,57.0,2844,6.45,6.46,3.97
654,1.01,2,57.0,2844,6.35,6.39,4.02
655,0.79,0,57.0,2844,5.91,5.93,3.7
656,0.7,3,59.0,2845,5.65,5.68,3.5
657,0.7,3,60.0,2845,5.83,5.85,3.44
658,0.8,2,60.0,2845,5.92,5.82,3.72
659,1.27,1,61.0,2845,7.12,7.05,4.2
660,0.79,0,56.0,2846,5.96,5.91,3.65
661,0.72,3,59.0,2846,5.79,5.84,3.5
662,0.73,0,56.0,2846,5.79,5.84,3.58
663,1.01,4,59.0,2846,6.3,6.26,4.11
664,1.01,2,61.0,2846,6.25,6.18,3.99
665,0.73,0,59.0,2846,5.92,5.95,3.51
666,0.7,0,57.0,2846,5.71,5.76,3.53
667,0.7,2,61.0,2846,5.76,5.84,3.43
668,0.77,1,59.0,2846,5.84,5.79,3.66
669,0.77,1,60.0,2846,5.91,5.81,3.59
670,0.77,1,58.0,2846,5.94,5.89,3.63
671,0.84,3,57.0,2847,6.1,6.12,3.74
672,0.72,0,57.0,2847,5.83,5.85,3.52
673,0.76,1,59.0,2847,5.93,5.88,3.61
674,0.7,3,59.0,2848,5.61,5.68,3.55
675,0.54,0,55.0,2848,5.25,5.29,3.24
676,0.75,4,57.0,2848,5.74,5.72,3.7
677,0.79,2,54.0,2849,5.86,5.84,3.75
678,0.74,3,58.0,2849,5.75,5.73,3.62
679,0.7,3,60.0,2850,5.74,5.77,3.51
680,0.7,0,59.0,2850,5.69,5.79,3.49
681,0.75,0,56.0,2850,5.83,5.87,3.6
682,1.2,3,60.0,2850,6.75,6.67,4.23
683,0.8,3,57.0,2851,5.89,5.82,3.71
684,0.66,0,56.0,2851,5.54,5.57,3.45
685,0.87,3,63.0,2851,6.22,6.07,3.75
686,0.86,1,59.0,2851,6.04,5.98,3.77
687,0.74,0,57.0,2851,5.85,5.81,3.56
688,0.58,3,59.0,2852,5.37,5.43,3.27
689,0.78,0,57.0,2852,5.88,5.92,3.63
690,0.74,0,55.0,2852,5.85,5.86,3.59
691,0.73,0,55.0,2852,5.7,5.79,3.6
692,0.91,3,57.0,2852,6.12,6.07,3.87
693,0.71,1,58.0,2853,5.67,5.7,3.56
694,0.71,2,55.0,2853,5.64,5.66,3.59
695,0.79,0,57.0,2853,5.9,5.85,3.69
696,0.79,1,60.0,2853,6.07,6.03,3.63
697,0.71,1,58.0,2853,5.73,5.66,3.57
698,0.82,1,58.0,2853,5.99,5.97,3.7
699,0.78,3,57.1,2854,5.87,5.95,3.66
700,0.7,3,56.0,2854,5.64,5.7,3.54
701,1.12,1,61.0,2854,6.78,6.75,4.0
702,0.73,1,57.0,2854,5.86,5.76,3.6
703,0.91,4,62.0,2854,6.06,6.03,3.89
704,0.91,4,60.0,2854,6.04,6.0,3.94
705,0.91,2,58.0,2854,6.12,6.09,3.92
706,0.91,4,58.0,2854,6.04,6.01,3.96
707,0.7,1,59.0,2854,5.91,5.83,3.43
708,0.68,1,57.0,2854,5.67,5.64,3.49
709,0.73,3,57.0,2855,5.7,5.75,3.58
710,1.03,2,57.0,2855,6.38,6.29,4.03
711,0.74,1,57.0,2855,5.8,5.74,3.6
712,0.98,4,67.0,2855,6.82,6.74,3.61
713,1.02,4,63.0,2856,6.84,6.77,3.66
714,1.0,4,61.0,2856,5.96,5.9,4.02
715,1.02,0,55.0,2856,6.49,6.43,3.98
716,0.6,0,57.0,2856,5.44,5.49,3.32
717,0.8,0,56.0,2856,5.97,6.01,3.69
718,0.97,0,56.0,2856,6.43,6.41,3.9
719,1.0,4,62.0,2856,6.19,6.03,4.15
720,0.26,0,57.0,556,4.05,4.08,2.53
721,0.26,0,56.0,556,4.09,4.12,2.55
722,0.36,0,55.0,556,4.57,4.59,2.83
723,0.34,2,61.0,556,4.6,4.66,2.66
724,0.34,2,57.0,556,4.44,4.47,2.82
725,0.34,2,55.0,556,4.44,4.47,2.83
726,0.34,2,55.0,556,4.44,4.46,2.82
727,0.34,3,62.0,556,4.54,4.56,2.71
728,0.34,0,54.0,556,4.47,4.5,2.79
729,0.32,2,54.0,556,4.34,4.37,2.79
730,0.31,0,55.0,557,4.36,4.41,2.7
731,0.31,0,56.0,557,4.36,4.38,2.68
732,0.31,0,54.0,557,4.37,4.4,2.73
733,0.31,0,54.0,557,4.37,4.4,2.72
734,0.31,0,53.0,557,4.33,4.35,2.72
735,0.31,0,53.0,557,4.36,4.38,2.72
736,0.31,0,53.6,557,4.32,4.35,2.7
737,0.31,0,54.8,557,4.35,4.37,2.69
738,0.31,0,54.2,557,4.33,4.37,2.69
739,0.33,1,59.0,557,4.52,4.5,2.68
740,0.33,1,58.0,557,4.43,4.4,2.75
741,0.33,1,58.0,557,4.42,4.4,2.76
742,0.33,0,56.0,557,4.45,4.41,2.74
743,0.33,1,58.0,557,4.42,4.4,2.78
744,0.33,1,58.0,557,4.41,4.38,2.76
745,0.33,1,61.0,557,4.46,4.39,2.72
746,0.33,0,55.0,557,4.44,4.41,2.75
747,0.33,0,57.0,557,4.39,4.37,2.76
748,0.33,2,53.0,557,4.43,4.4,2.81
749,0.33,1,59.0,557,4.54,4.5,2.73
750,1.0,4,56.0,2856,6.21,5.97,4.04
751,0.77,1,59.0,2856,5.92,5.86,3.58
752,0.77,1,58.0,2856,5.94,5.9,3.61
753,0.7,2,63.0,2857,5.68,5.71,3.42
754,0.9,3,58.0,2857,6.08,6.02,3.82
755,0.72,0,57.0,2857,5.76,5.7,3.57
756,0.9,1,59.0,2857,6.2,6.14,3.82
757,0.72,1,58.0,2857,5.76,5.73,3.57
758,0.7,0,56.0,2858,5.63,5.71,3.52
759,0.81,3,57.0,2858,6.02,6.05,3.7
760,0.81,3,57.0,2858,6.0,6.05,3.72
761,0.71,1,60.0,2858,5.76,5.69,3.49
762,0.7,1,59.0,2858,5.73,5.7,3.51
763,0.71,1,60.0,2858,5.76,5.68,3.52
764,0.71,3,59.0,2858,5.68,5.59,3.58
765,0.92,1,58.0,2858,6.22,6.18,3.9
766,0.76,0,54.0,2858,5.88,5.83,3.67
767,0.73,0,56.0,2858,5.84,5.8,3.58
768,0.71,1,62.0,2858,5.74,5.72,3.46
769,0.7,2,62.0,2858,5.61,5.58,3.56
770,0.9,4,56.0,2858,6.06,6.0,3.89
771,0.71,4,65.0,2858,5.89,5.84,3.34
772,0.7,0,57.0,2859,5.76,5.74,3.51
773,0.7,1,56.0,2859,5.72,5.66,3.55
774,0.77,1,60.0,2859,5.91,5.88,3.59
775,0.71,0,56.0,2859,5.74,5.78,3.54
776,0.7,1,61.0,2859,5.8,5.77,3.45
777,0.75,4,70.0,2859,6.09,5.98,3.37
778,0.83,1,60.0,2859,6.17,6.12,3.64
779,0.71,3,61.0,2860,5.68,5.73,3.5
780,0.9,3,58.0,2860,6.07,6.1,3.87
781,0.6,0,54.9,2860,5.41,5.44,3.35
782,0.71,1,57.0,2860,5.66,5.6,3.54
783,0.53,0,57.0,2860,5.23,5.2,3.2
784,0.71,1,58.0,2861,5.95,5.78,3.56
785,0.62,0,56.0,2861,5.45,5.48,3.37
786,0.62,0,56.0,2861,5.48,5.51,3.38
787,0.9,1,58.0,2861,6.09,6.01,3.81
788,0.62,4,61.0,2861,5.53,5.56,3.33
789,0.82,1,59.0,2861,6.01,5.98,3.7
790,0.66,1,58.0,2861,5.67,5.57,3.43
791,0.7,3,55.0,2862,5.67,5.72,3.56
792,0.8,3,58.0,2862,5.9,5.92,3.7
793,0.8,3,59.0,2862,5.88,5.92,3.69
794,0.79,1,54.0,2862,5.97,5.91,3.7
795,0.71,3,60.0,2862,5.65,5.61,3.56
796,0.7,0,57.0,2862,5.71,5.74,3.5
797,0.7,3,63.0,2862,5.73,5.69,3.35
798,0.79,1,60.0,2862,6.07,5.99,3.64
799,0.7,1,59.0,2862,5.82,5.77,3.45
800,1.22,1,57.0,2862,6.93,6.88,4.21
801,1.01,4,57.0,2862,6.21,6.11,4.18
802,0.73,1,61.0,2862,5.78,5.64,3.59
803,0.91,2,58.0,2863,6.05,6.09,3.9
804,0.71,0,56.0,2863,5.8,5.77,3.52
805,0.83,1,58.0,2863,6.01,5.97,3.73
806,0.84,1,59.0,2863,6.06,6.01,3.76
807,0.71,1,61.0,2863,5.82,5.75,3.53
808,0.71,1,59.0,2863,5.82,5.8,3.47
809,0.71,1,56.0,2863,5.8,5.68,3.54
810,0.71,0,57.0,2863,5.75,5.7,3.53
811,0.71,1,58.0,2863,5.79,5.75,3.54
812,0.71,1,58.0,2863,5.79,5.77,3.5
813,0.91,1,62.0,2863,6.4,6.18,3.74
814,0.9,1,62.0,2863,6.24,6.21,3.72
815,0.71,1,62.0,2863,5.74,5.68,3.51
816,0.71,1,61.0,2863,5.84,5.8,3.44
817,0.72,0,57.0,2863,5.91,5.86,3.5
818,0.72,1,60.0,2863,5.78,5.74,3.51
819,0.71,0,55.0,2863,5.79,5.75,3.52
820,0.81,0,57.0,2864,6.07,6.04,3.65
821,0.83,3,58.0,2865,6.05,6.07,3.73
822,0.73,1,55.0,2865,5.87,5.81,3.55
823,0.56,3,56.0,2866,5.25,5.3,3.27
824,0.56,3,55.0,2866,5.27,5.31,3.27
825,0.71,0,55.0,2866,5.74,5.7,3.56
826,0.7,0,58.0,2866,5.66,5.7,3.54
827,0.96,1,58.0,2866,6.39,6.3,3.89
828,0.71,3,57.0,2867,5.67,5.69,3.57
829,0.7,0,57.0,2867,5.68,5.61,3.52
830,0.71,0,57.0,2867,5.78,5.81,3.5
831,0.8,1,53.0,2867,6.05,5.98,3.68
832,0.95,1,57.0,2867,6.49,6.41,3.77
833,0.82,0,56.0,2867,5.99,5.95,3.72
834,0.52,0,56.0,2867,5.21,5.19,3.18
835,0.82,0,53.0,2867,6.12,6.0,3.74
836,0.82,0,56.0,2867,6.02,5.96,3.73
837,0.82,1,57.0,2867,6.14,6.12,3.66
838,0.8,0,57.0,2867,5.96,5.91,3.64
839,0.96,4,61.0,2867,6.07,5.88,4.1
840,0.72,0,55.0,2868,5.72,5.75,3.58
841,0.62,0,57.0,2868,5.52,5.56,3.35
842,0.79,1,58.0,2868,5.96,5.9,3.62
843,0.75,3,56.0,2868,5.78,5.7,3.62
844,1.08,1,60.0,2869,6.55,6.48,4.03
845,0.72,0,55.0,2869,5.77,5.84,3.53
846,0.62,0,56.0,2869,5.43,5.47,3.37
847,0.73,0,57.0,2869,5.84,5.81,3.57
848,0.72,0,57.0,2869,5.79,5.77,3.52
849,0.52,1,60.0,2870,5.16,5.13,3.18
850,0.83,0,57.0,2870,6.0,6.05,3.75
851,0.64,1,58.0,2870,5.56,5.51,3.44
852,0.8,0,57.0,2870,5.94,5.9,3.7
853,0.74,0,56.0,2870,5.77,5.83,3.6
854,0.72,0,56.0,2870,5.72,5.79,3.54
855,0.82,0,57.0,2870,6.12,6.09,3.63
856,0.73,1,59.0,2870,5.81,5.78,3.55
857,1.04,1,61.0,2870,6.47,6.45,3.98
858,0.73,3,58.0,2871,5.76,5.83,3.55
859,0.73,2,57.0,2871,5.7,5.72,3.63
860,0.9,1,59.0,2871,6.13,6.03,3.82
861,0.75,0,55.0,2871,5.83,5.85,3.61
862,0.79,0,55.0,2871,5.91,5.95,3.71
863,0.7,2,56.7,2872,5.59,5.62,3.51
864,0.75,3,55.0,2872,5.87,5.92,3.58
865,1.02,0,56.0,2872,6.44,6.49,3.99
866,0.7,3,62.0,2872,5.79,5.81,3.42
867,0.7,0,56.0,2872,5.63,5.73,3.51
868,0.7,2,64.0,2872,5.66,5.71,3.49
869,0.7,0,54.0,2872,5.71,5.75,3.52
870,0.7,0,56.0,2872,5.72,5.75,3.48
871,0.7,3,60.0,2872,5.75,5.82,3.48
872,0.72,3,57.0,2872,5.89,5.94,3.45
873,0.74,0,58.0,2872,5.74,5.78,3.59
874,0.84,2,55.0,2872,5.88,5.97,3.86
875,0.76,3,58.0,2873,5.8,5.86,3.62
876,0.77,3,58.0,2873,5.8,5.84,3.68
877,0.76,0,56.0,2873,5.78,5.82,3.64
878,1.0,0,56.0,2873,6.45,6.41,3.97
879,1.0,4,62.0,2873,6.14,6.07,4.0
880,0.9,4,58.0,2873,6.03,6.0,3.95
881,0.9,1,58.0,2873,6.16,6.13,3.8
882,0.9,2,61.0,2873,6.0,5.96,3.83
883,0.9,4,61.0,2873,5.98,5.94,3.89
884,0.9,4,56.0,2873,6.01,5.96,3.94
885,0.9,1,61.0,2873,6.26,6.22,3.8
886,0.78,1,58.0,2874,5.91,5.82,3.67
887,0.71,1,59.0,2874,5.69,5.74,3.5
888,0.7,1,59.0,2874,5.79,5.77,3.41
889,0.7,1,62.0,2874,5.71,5.67,3.46
890,0.7,1,58.0,2874,5.67,5.63,3.49
891,0.7,0,55.0,2874,5.77,5.73,3.51
892,0.7,0,55.0,2874,5.75,5.71,3.53
893,0.7,0,56.0,2874,5.69,5.65,3.54
894,0.7,1,59.0,2874,5.68,5.61,3.55
895,1.0,4,60.0,2875,6.11,5.98,4.09
896,0.77,0,56.0,2875,5.84,5.9,3.66
897,1.0,4,55.0,2875,6.3,6.25,4.11
898,1.0,4,61.0,2875,6.08,6.03,4.01
899,1.0,4,55.0,2875,6.17,6.1,4.26
900,0.73,1,60.0,2876,5.68,5.75,3.58
901,0.79,1,53.0,2876,6.04,5.98,3.64
902,0.72,3,54.0,2877,5.74,5.76,3.57
903,0.71,0,56.0,2877,5.75,5.7,3.57
904,0.74,0,55.0,2877,5.8,5.83,3.62
905,0.7,2,56.0,2877,5.6,5.66,3.53
906,0.7,2,62.0,2877,5.82,5.86,3.44
907,0.79,3,59.0,2878,5.86,5.89,3.69
908,0.79,3,60.0,2878,5.82,5.89,3.67
909,0.79,3,58.0,2878,6.0,6.07,3.6
910,0.71,0,55.0,2878,5.76,5.78,3.55
911,0.79,0,56.0,2878,5.88,5.9,3.7
912,0.73,3,56.0,2879,5.81,5.86,3.58
913,0.63,1,62.0,2879,5.55,5.53,3.34
914,0.7,1,60.0,2879,5.73,5.7,3.45
915,0.71,1,58.0,2879,5.71,5.67,3.57
916,0.84,0,56.0,2879,6.13,6.1,3.73
917,0.84,0,55.0,2879,6.08,6.03,3.77
918,1.02,0,54.0,2879,6.53,6.5,3.93
919,0.72,4,69.0,2879,5.93,5.77,3.33
920,0.72,0,56.0,2879,5.76,5.73,3.56
921,0.92,3,61.0,2880,6.34,6.43,3.75
922,0.74,3,57.0,2880,5.72,5.74,3.66
923,0.7,0,55.0,2881,5.74,5.71,3.55
924,0.71,3,59.0,2881,5.84,5.83,3.5
925,1.05,1,59.0,2881,6.5,6.47,4.02
926,0.7,3,56.0,2882,5.62,5.65,3.54
927,0.54,0,56.0,2882,5.23,5.26,3.24
928,0.73,1,58.0,2882,5.87,5.84,3.51
929,0.88,4,65.0,2882,6.39,6.32,3.6
930,0.73,1,57.0,2882,5.97,5.92,3.49
931,0.72,0,56.0,2883,5.75,5.81,3.57
932,0.9,2,64.0,2883,6.09,6.0,3.79
933,0.9,4,61.0,2883,6.01,5.96,3.89
934,1.03,4,55.0,2884,6.32,6.27,4.11
935,0.84,3,57.0,2885,5.95,6.0,3.81
936,1.01,1,60.0,2885,6.36,6.27,3.96
937,0.77,0,55.0,2885,5.9,5.93,3.64
938,0.8,4,63.0,2885,6.22,6.14,3.48
939,0.9,4,57.0,2885,6.02,5.9,3.99
940,0.73,0,56.0,2886,5.79,5.81,3.56
941,0.72,0,55.0,2886,5.64,5.69,3.55
942,0.71,3,54.0,2887,5.71,5.79,3.59
943,0.7,1,59.0,2887,5.66,5.69,3.55
944,0.79,0,59.0,2888,5.93,5.96,3.67
945,0.72,3,58.0,2889,5.68,5.72,3.56
946,0.7,3,54.0,2889,5.62,5.66,3.58
947,0.7,3,58.0,2889,5.64,5.75,3.54
948,0.9,2,58.0,2889,6.09,6.14,3.88
949,0.71,3,56.0,2889,5.69,5.72,3.58
950,0.5,0,54.0,2889,5.08,5.12,3.17
951,0.5,0,54.0,2889,5.09,5.11,3.17
952,0.74,0,56.0,2889,5.83,5.87,3.58
953,0.77,1,56.0,2889,5.94,5.9,3.66
954,0.77,1,61.0,2889,5.99,5.95,3.57
955,0.8,0,54.0,2890,6.07,6.0,3.71
956,0.8,0,57.0,2890,5.9,5.87,3.67
957,0.8,1,60.0,2890,5.97,5.94,3.66
958,0.8,2,59.0,2890,5.87,5.83,3.73
959,0.66,0,56.0,2890,5.61,5.58,3.44
960,0.71,3,58.0,2891,5.71,5.79,3.52
961,0.71,0,56.0,2891,5.73,5.77,3.52
962,0.71,0,56.0,2891,5.74,5.76,3.54
963,0.71,0,56.0,2891,5.71,5.75,3.59
964,0.72,0,56.0,2891,5.78,5.81,3.54
965,0.71,2,61.0,2891,5.7,5.73,3.56
966,0.86,0,55.0,2892,6.12,6.14,3.79
967,1.19,4,59.0,2892,6.62,6.55,4.29
968,0.71,3,55.0,2893,5.66,5.71,3.56
969,0.82,3,56.0,2893,5.99,6.04,3.76
970,0.71,0,57.0,2893,5.73,5.75,3.53
971,0.75,0,57.0,2893,5.78,5.83,3.63
972,0.7,3,60.0,2893,5.87,5.78,3.45
973,0.8,0,55.0,2893,5.89,5.92,3.69
974,0.82,2,62.0,2893,6.02,6.04,3.61
975,0.82,3,55.0,2893,6.0,5.93,3.78
976,0.82,1,59.0,2893,6.09,6.06,3.64
977,0.81,3,57.0,2894,5.91,5.99,3.71
978,0.81,0,57.0,2894,5.96,6.0,3.72
979,0.76,0,56.0,2894,5.88,5.92,3.62
980,0.71,3,56.0,2895,5.75,5.78,3.51
981,0.7,3,59.0,2895,5.66,5.76,3.53
982,0.7,0,53.0,2895,5.71,5.75,3.56
983,0.74,3,58.0,2896,5.85,5.89,3.51
984,0.77,3,60.0,2896,5.81,5.91,3.59
985,0.77,3,63.0,2896,6.0,6.05,3.51
986,0.53,0,56.0,2896,5.18,5.24,3.21
987,0.79,0,56.0,2896,5.91,5.96,3.65
988,0.73,0,55.0,2896,5.82,5.86,3.59
989,0.77,0,56.0,2896,5.83,5.89,3.64
990,0.77,1,58.0,2896,5.94,5.88,3.6
991,1.01,3,57.0,2896,6.39,6.35,4.02
992,1.01,0,57.0,2896,6.46,6.45,3.97
993,0.6,3,57.0,2897,5.48,5.51,3.33
994,0.76,1,58.0,2897,5.91,5.85,3.59
995,0.54,0,52.0,2897,5.3,5.34,3.26
996,0.72,0,55.0,2897,5.69,5.74,3.57
997,0.72,2,61.0,2897,5.82,5.89,3.48
998,0.74,1,58.0,2897,5.81,5.77,3.58
999,1.12,1,59.0,2898,6.68,6.61,4.03
1000,0.75,0,55.0,2898,5.83,5.8,3.62
1001,0.77,0,57.0,2898,5.92,5.81,3.67
1002,0.98,2,56.0,2898,6.51,6.47,3.76
1003,0.79,0,57.0,2898,5.98,5.93,3.64
1004,0.79,0,57.0,2898,5.9,5.85,3.66
1005,0.79,0,57.0,2898,5.9,5.85,3.66
1006,0.79,0,57.0,2898,5.9,5.85,3.66
1007,0.79,0,57.0,2898,5.9,5.85,3.66
1008,0.79,0,57.0,2898,5.9,5.85,3.66
1009,0.7,2,61.0,2899,5.75,5.81,3.46
1010,0.7,3,58.0,2900,5.71,5.72,3.54
1011,0.72,1,58.0,2900,5.68,5.65,3.55
1012,0.8,1,58.0,2901,5.91,5.93,3.71
1013,0.81,0,56.0,2901,5.95,5.9,3.73
1014,0.81,1,59.0,2901,5.97,5.9,3.71
1015,0.74,0,57.0,2901,5.81,5.78,3.59
1016,0.73,1,60.0,2902,5.76,5.73,3.56
1017,0.73,0,55.0,2902,5.82,5.8,3.57
1018,0.75,0,55.0,2902,5.82,5.86,3.6
1019,0.71,4,59.0,2902,5.62,5.59,3.62
1020,0.71,1,60.0,2902,5.85,5.8,3.47
1021,0.75,1,60.0,2903,5.78,5.74,3.62
1022,0.75,0,57.0,2903,5.83,5.8,3.62
1023,0.72,0,55.0,2903,5.78,5.75,3.57
1024,0.72,1,59.0,2903,5.79,5.71,3.53
1025,0.72,1,59.0,2903,5.8,5.75,3.53
1026,0.79,3,54.0,2904,5.91,5.94,3.73
1027,0.79,3,57.0,2904,5.85,5.9,3.69
1028,0.7,3,59.0,2904,5.83,5.91,3.43
1029,0.62,0,56.0,2904,5.48,5.52,3.41
1030,0.7,3,62.0,2905,5.78,5.82,3.44
1031,0.7,3,59.0,2905,5.62,5.64,3.57
1032,0.7,3,59.0,2905,5.59,5.62,3.55
1033,0.71,3,58.0,2905,5.65,5.71,3.53
1034,0.86,3,58.0,2905,6.1,6.16,3.75
1035,0.53,0,54.0,2905,5.16,5.21,3.24
1036,0.91,3,58.0,2905,6.17,6.12,3.9
1037,0.95,2,57.0,2905,6.23,6.13,3.94
