,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,RISK_MM,RainTomorrow,year,quarter,month,day
651,8.6,20.1,0.0,0.0,26.0,12.0,2.0,6.0,70.0,48.0,5.0,8.0,14.7,0,0.0,0,2010,3,9,22
653,3.7,19.1,0.0,3.0,33.0,1.0,2.0,17.0,96.0,61.0,8.0,2.0,9.0,0,0.0,0,2010,3,9,24
671,14.5,19.9,0.8,6.0,31.0,8.0,7.0,19.0,91.0,66.0,8.0,8.0,14.7,0,11.4,1,2010,4,10,12
674,13.8,18.6,22.2,1.0,63.0,3.0,28.0,4.0,93.0,90.0,8.0,8.0,18.5,1,32.8,1,2010,4,10,15
676,6.3,15.4,0.0,1.0,35.0,11.0,15.0,17.0,77.0,56.0,7.0,8.0,9.5,0,0.0,0,2010,4,10,17
677,9.2,17.4,0.0,0.0,39.0,1.0,2.0,20.0,74.0,50.0,7.0,1.0,12.5,0,0.0,0,2010,4,10,18
682,14.8,19.0,0.4,0.0,28.0,11.0,6.0,15.0,81.0,77.0,8.0,5.0,17.4,0,2.4,1,2010,4,10,23
684,10.9,22.2,0.0,1.0,22.0,1.0,4.0,11.0,77.0,47.0,4.0,1.0,14.6,0,0.0,0,2010,4,10,25
689,16.0,19.5,3.4,3.0,33.0,8.0,7.0,19.0,95.0,96.0,8.0,8.0,17.6,1,50.8,1,2010,4,10,30
690,13.8,18.7,50.8,4.0,52.0,4.0,17.0,22.0,78.0,67.0,8.0,8.0,15.5,1,1.2,1,2010,4,10,31
691,10.2,18.9,1.2,0.0,35.0,0.0,6.0,19.0,79.0,52.0,7.0,1.0,12.5,1,0.0,0,2010,4,11,1
694,10.1,18.8,0.0,9.0,33.0,14.0,13.0,15.0,61.0,48.0,8.0,5.0,13.3,0,0.0,0,2010,4,11,4
698,14.7,24.7,2.2,11.0,31.0,2.0,11.0,20.0,71.0,64.0,7.0,4.0,19.4,1,0.0,0,2010,4,11,8
703,21.1,26.9,0.0,8.0,61.0,8.0,13.0,24.0,63.0,78.0,7.0,3.0,24.4,0,52.6,1,2010,4,11,13
716,17.9,24.2,4.0,2.0,39.0,8.0,13.0,9.0,92.0,68.0,8.0,8.0,18.5,1,19.2,1,2010,4,11,26
719,13.6,22.6,14.8,9.0,43.0,12.0,20.0,22.0,69.0,51.0,5.0,2.0,16.6,1,1.6,1,2010,4,11,29
724,17.3,29.9,1.2,2.0,44.0,1.0,2.0,17.0,65.0,48.0,1.0,6.0,22.5,1,0.0,0,2010,4,12,4
727,21.3,29.8,0.0,6.0,43.0,3.0,24.0,26.0,50.0,44.0,1.0,8.0,25.5,0,3.2,1,2010,4,12,7
728,20.3,29.7,3.2,4.0,61.0,6.0,22.0,35.0,82.0,55.0,8.0,7.0,21.4,1,25.6,1,2010,4,12,8
729,18.0,26.7,25.6,0.0,39.0,1.0,11.0,20.0,85.0,50.0,8.0,8.0,20.5,1,0.0,0,2010,4,12,9
739,10.4,18.0,3.0,0.0,61.0,4.0,9.0,13.0,71.0,55.0,8.0,8.0,15.0,1,6.2,1,2010,4,12,19
740,8.6,20.5,6.2,2.0,52.0,2.0,20.0,22.0,79.0,50.0,7.0,8.0,10.8,1,1.6,1,2010,4,12,20
762,21.6,26.4,1.4,3.0,37.0,6.0,13.0,15.0,81.0,87.0,8.0,8.0,22.5,1,5.0,1,2011,1,1,11
764,22.1,30.6,14.2,3.0,41.0,8.0,6.0,28.0,86.0,59.0,8.0,8.0,24.4,1,2.4,1,2011,1,1,13
787,20.4,23.0,99.2,11.0,28.0,11.0,11.0,4.0,97.0,95.0,5.0,8.0,22.5,1,51.0,1,2011,1,2,5
793,19.8,24.8,39.8,7.0,54.0,4.0,15.0,9.0,98.0,94.0,8.0,8.0,20.4,1,28.2,1,2011,1,2,11
794,18.7,28.5,28.2,1.0,28.0,1.0,7.0,19.0,88.0,57.0,8.0,4.0,19.6,1,0.0,0,2011,1,2,12
799,18.9,29.2,5.8,13.0,30.0,9.0,0.0,4.0,90.0,55.0,8.0,5.0,19.9,1,0.0,0,2011,1,2,17
800,19.3,30.7,0.0,13.0,52.0,14.0,13.0,15.0,68.0,51.0,1.0,1.0,22.0,0,12.2,1,2011,1,2,18
802,16.7,25.7,12.8,1.0,43.0,1.0,13.0,26.0,80.0,50.0,8.0,5.0,19.4,1,0.0,0,2011,1,2,20
809,19.6,24.8,0.2,1.0,20.0,3.0,6.0,7.0,87.0,87.0,8.0,8.0,20.4,0,11.8,1,2011,1,2,27
810,17.9,30.0,11.8,12.0,20.0,13.0,7.0,11.0,85.0,55.0,4.0,7.0,20.4,1,0.0,0,2011,1,2,28
820,18.7,20.8,13.4,5.0,22.0,8.0,9.0,13.0,92.0,95.0,8.0,8.0,19.8,1,10.2,1,2011,1,3,10
828,12.8,26.3,0.0,12.0,20.0,9.0,9.0,11.0,77.0,47.0,1.0,1.0,16.2,0,0.0,0,2011,1,3,18
832,18.6,26.8,0.0,1.0,37.0,1.0,0.0,13.0,82.0,58.0,8.0,5.0,20.1,0,0.0,0,2011,1,3,22
833,16.3,20.1,0.0,0.0,37.0,1.0,15.0,22.0,76.0,63.0,8.0,8.0,16.4,0,8.0,1,2011,1,3,23
834,13.9,22.0,8.0,1.0,44.0,1.0,13.0,19.0,90.0,64.0,8.0,3.0,15.7,1,0.0,0,2011,1,3,24
835,13.3,22.1,0.0,1.0,43.0,2.0,17.0,17.0,77.0,49.0,3.0,8.0,14.9,0,0.0,0,2011,1,3,25
839,11.5,25.7,0.0,3.0,26.0,8.0,0.0,11.0,86.0,52.0,8.0,8.0,14.8,0,0.0,0,2011,1,3,29
840,12.3,25.8,0.0,7.0,33.0,11.0,9.0,6.0,87.0,55.0,5.0,8.0,15.6,0,0.2,0,2011,1,3,30
842,8.7,20.4,0.0,3.0,15.0,10.0,0.0,9.0,81.0,66.0,4.0,8.0,12.8,0,0.0,0,2011,2,5,1
844,9.0,21.9,0.0,9.0,28.0,16.0,0.0,0.0,74.0,46.0,5.0,1.0,14.6,0,0.6,0,2011,2,5,3
852,3.0,11.0,3.6,0.0,54.0,1.0,22.0,26.0,83.0,55.0,2.0,5.0,8.0,1,0.4,0,2011,2,5,11
853,0.2,10.1,0.4,2.0,24.0,3.0,4.0,4.0,94.0,89.0,6.0,8.0,4.1,0,5.0,1,2011,2,5,12
854,3.8,14.1,5.0,0.0,35.0,1.0,11.0,20.0,98.0,74.0,8.0,6.0,9.0,1,1.8,1,2011,2,5,13
856,-0.7,13.7,0.0,0.0,15.0,2.0,0.0,9.0,95.0,57.0,8.0,5.0,3.3,0,0.0,0,2011,2,5,15
857,0.8,11.2,0.0,0.0,20.0,0.0,4.0,7.0,99.0,74.0,8.0,8.0,4.2,0,0.0,0,2011,2,5,16
863,5.8,22.0,0.0,8.0,46.0,3.0,0.0,20.0,94.0,53.0,6.0,6.0,10.2,0,17.4,1,2011,2,5,22
864,10.2,15.0,17.4,1.0,44.0,1.0,19.0,20.0,88.0,85.0,8.0,8.0,13.2,1,3.6,1,2011,2,5,23
865,8.9,15.6,3.6,1.0,26.0,1.0,15.0,7.0,85.0,65.0,8.0,8.0,10.0,1,0.0,0,2011,2,5,24
868,1.9,13.8,0.0,0.0,17.0,2.0,2.0,11.0,99.0,65.0,7.0,1.0,6.1,0,0.0,0,2011,2,5,27
876,8.5,14.8,8.8,0.0,24.0,1.0,9.0,11.0,95.0,72.0,8.0,1.0,10.9,1,0.0,0,2011,2,6,4
877,2.2,12.0,0.0,5.0,28.0,5.0,0.0,15.0,98.0,75.0,8.0,2.0,6.7,0,2.0,1,2011,2,6,5
880,1.5,10.2,2.6,1.0,37.0,0.0,13.0,22.0,89.0,63.0,8.0,8.0,3.0,1,0.0,0,2011,2,6,8
890,5.7,12.5,0.2,11.0,28.0,1.0,13.0,11.0,91.0,85.0,8.0,8.0,7.9,0,0.0,0,2011,2,6,18
891,3.3,11.8,0.0,11.0,20.0,6.0,0.0,7.0,99.0,92.0,8.0,8.0,7.6,0,3.6,1,2011,2,6,19
892,7.6,14.6,3.6,5.0,46.0,6.0,6.0,19.0,86.0,67.0,7.0,8.0,10.4,1,10.6,1,2011,2,6,20
893,6.6,11.6,10.6,4.0,65.0,1.0,11.0,28.0,93.0,58.0,8.0,2.0,6.8,1,0.6,0,2011,2,6,21
894,5.9,11.1,0.6,11.0,43.0,11.0,19.0,19.0,93.0,69.0,8.0,8.0,6.3,0,3.4,1,2011,2,6,22
905,2.9,14.8,0.0,12.0,48.0,10.0,6.0,7.0,98.0,80.0,8.0,7.0,6.3,0,15.4,1,2011,3,7,3
906,6.3,14.8,15.4,0.0,69.0,11.0,7.0,35.0,85.0,54.0,6.0,6.0,10.7,1,3.8,1,2011,3,7,4
908,7.0,10.8,1.2,11.0,61.0,4.0,17.0,19.0,94.0,87.0,8.0,8.0,7.9,1,4.4,1,2011,3,7,6
909,6.8,11.2,4.4,1.0,52.0,0.0,15.0,24.0,85.0,54.0,2.0,1.0,7.5,1,0.0,0,2011,3,7,7
911,4.3,9.2,4.2,1.0,28.0,1.0,13.0,19.0,94.0,87.0,8.0,8.0,7.4,1,0.0,0,2011,3,7,9
912,6.4,11.0,0.0,1.0,46.0,1.0,19.0,28.0,78.0,68.0,8.0,8.0,7.0,0,6.6,1,2011,3,7,10
913,4.7,11.8,6.6,0.0,30.0,0.0,15.0,19.0,85.0,64.0,6.0,8.0,5.7,1,0.0,0,2011,3,7,11
914,5.7,10.5,0.0,11.0,28.0,11.0,0.0,19.0,83.0,64.0,8.0,7.0,7.7,0,0.0,0,2011,3,7,12
919,5.3,11.1,0.0,0.0,31.0,9.0,7.0,9.0,86.0,95.0,8.0,8.0,8.4,0,8.8,1,2011,3,7,17
920,8.4,11.0,8.8,1.0,33.0,5.0,17.0,7.0,92.0,85.0,8.0,8.0,8.6,1,1.8,1,2011,3,7,18
922,0.3,16.7,0.2,12.0,33.0,12.0,2.0,19.0,99.0,54.0,1.0,5.0,3.6,0,0.0,0,2011,3,7,20
970,10.8,18.8,5.0,0.0,56.0,0.0,24.0,33.0,55.0,71.0,3.0,8.0,16.7,1,1.0,0,2011,3,9,6
973,2.7,14.0,0.0,10.0,57.0,2.0,20.0,30.0,70.0,47.0,8.0,8.0,8.4,0,0.2,0,2011,3,9,9
981,1.7,18.2,3.6,0.0,30.0,1.0,0.0,17.0,99.0,53.0,8.0,5.0,7.8,1,0.0,0,2011,3,9,21
988,11.5,19.2,0.6,1.0,83.0,8.0,9.0,19.0,69.0,93.0,4.0,8.0,16.9,0,28.4,1,2011,3,9,28
989,10.7,12.3,28.4,11.0,59.0,1.0,30.0,20.0,84.0,89.0,3.0,8.0,11.2,1,8.2,1,2011,3,9,29
990,7.5,15.5,8.2,11.0,48.0,4.0,20.0,20.0,84.0,59.0,8.0,8.0,10.1,1,3.8,1,2011,3,9,30
991,8.2,13.5,3.8,8.0,26.0,7.0,9.0,11.0,85.0,80.0,8.0,8.0,10.5,1,5.8,1,2011,4,10,1
999,10.7,18.6,0.0,2.0,46.0,1.0,13.0,28.0,89.0,57.0,8.0,5.0,12.6,0,2.0,1,2011,4,10,9
1014,11.9,20.6,12.2,12.0,39.0,9.0,15.0,20.0,85.0,60.0,8.0,8.0,13.0,1,0.0,0,2011,4,10,25
1030,13.9,22.8,34.8,0.0,61.0,0.0,24.0,22.0,87.0,38.0,8.0,1.0,15.9,1,0.0,0,2011,4,11,10
1036,16.0,22.0,0.0,2.0,43.0,15.0,15.0,7.0,62.0,78.0,8.0,8.0,20.1,0,0.2,0,2011,4,11,16
1039,19.9,29.6,0.0,2.0,33.0,9.0,13.0,19.0,72.0,62.0,8.0,7.0,21.9,0,0.0,0,2011,4,11,19
1049,18.4,35.9,0.0,0.0,59.0,5.0,9.0,22.0,68.0,22.0,1.0,1.0,22.5,0,16.6,1,2011,4,11,29
1060,17.8,25.1,0.0,5.0,37.0,13.0,7.0,9.0,72.0,58.0,8.0,8.0,20.1,0,12.2,1,2011,4,12,10
1061,15.8,28.3,12.2,0.0,37.0,7.0,9.0,19.0,94.0,55.0,7.0,6.0,18.3,1,0.0,0,2011,4,12,11
1069,18.7,27.8,3.6,6.0,44.0,1.0,15.0,19.0,84.0,47.0,8.0,7.0,20.7,1,0.0,0,2011,4,12,19
1092,12.0,19.5,0.4,7.0,69.0,2.0,22.0,39.0,85.0,34.0,8.0,3.0,13.5,0,1.2,1,2012,1,1,11
1099,16.1,30.7,0.0,7.0,31.0,13.0,9.0,15.0,64.0,55.0,6.0,7.0,21.2,0,0.4,0,2012,1,1,18
1108,19.9,35.4,0.0,6.0,39.0,14.0,17.0,9.0,50.0,29.0,1.0,1.0,24.7,0,0.0,0,2012,1,1,27
1111,20.8,29.1,26.8,1.0,48.0,4.0,24.0,28.0,92.0,69.0,7.0,8.0,22.6,1,9.0,1,2012,1,1,30
1121,14.8,24.6,0.0,8.0,26.0,13.0,6.0,11.0,61.0,57.0,4.0,2.0,19.6,0,3.6,1,2012,1,2,9
1128,16.9,28.3,0.4,12.0,30.0,9.0,7.0,13.0,83.0,63.0,8.0,8.0,18.4,0,0.0,0,2012,1,2,16
1129,17.6,31.3,0.0,4.0,31.0,12.0,6.0,17.0,75.0,49.0,4.0,7.0,21.0,0,0.0,0,2012,1,2,17
1132,16.1,21.4,0.0,12.0,39.0,2.0,4.0,13.0,82.0,86.0,7.0,8.0,19.0,0,1.4,1,2012,1,2,20
1138,17.6,25.5,1.4,3.0,37.0,10.0,6.0,7.0,91.0,100.0,7.0,8.0,18.6,1,10.6,1,2012,1,2,26
1139,18.5,28.0,10.6,6.0,31.0,3.0,13.0,11.0,88.0,67.0,8.0,8.0,21.9,1,38.4,1,2012,1,2,27
1142,17.1,20.9,104.2,12.0,57.0,12.0,7.0,20.0,97.0,88.0,8.0,8.0,19.5,1,36.6,1,2012,1,3,1
1143,17.0,25.8,36.6,12.0,48.0,12.0,13.0,24.0,60.0,46.0,8.0,7.0,19.1,1,0.0,0,2012,1,3,2
1144,18.8,19.6,0.0,6.0,52.0,13.0,7.0,15.0,62.0,92.0,8.0,8.0,19.3,0,66.0,1,2012,1,3,3
1145,16.7,24.8,66.0,2.0,35.0,1.0,9.0,20.0,100.0,65.0,8.0,3.0,19.1,1,0.0,0,2012,1,3,4
1147,12.4,26.2,0.0,12.0,43.0,13.0,0.0,9.0,79.0,50.0,7.0,4.0,16.7,0,0.0,0,2012,1,3,6
1148,15.8,23.2,0.0,12.0,52.0,12.0,22.0,30.0,49.0,42.0,1.0,7.0,17.7,0,0.0,0,2012,1,3,7
1157,19.2,20.4,19.2,7.0,46.0,1.0,9.0,17.0,93.0,93.0,8.0,8.0,19.8,1,17.4,1,2012,1,3,16
1162,16.5,27.7,0.0,1.0,50.0,1.0,11.0,28.0,66.0,61.0,4.0,8.0,20.9,0,0.0,0,2012,1,3,21
1164,11.0,18.3,0.0,0.0,54.0,0.0,15.0,31.0,83.0,47.0,8.0,3.0,12.5,0,0.4,0,2012,1,3,23
1165,8.9,19.7,0.4,2.0,37.0,0.0,17.0,22.0,79.0,54.0,7.0,5.0,11.1,0,0.0,0,2012,1,3,24
1169,13.5,23.4,0.0,5.0,26.0,13.0,6.0,13.0,86.0,75.0,7.0,8.0,16.5,0,1.4,1,2012,1,3,28
1175,12.9,29.9,0.0,6.0,30.0,5.0,9.0,13.0,75.0,41.0,7.0,2.0,18.4,0,0.0,0,2012,2,4,3
1181,5.0,18.6,0.0,0.0,56.0,2.0,11.0,30.0,81.0,58.0,8.0,8.0,12.0,0,0.0,0,2012,2,4,9
1191,16.9,21.4,0.8,3.0,24.0,14.0,2.0,17.0,80.0,76.0,8.0,4.0,18.3,0,34.2,1,2012,2,4,19
1192,14.6,22.7,34.2,7.0,19.0,14.0,7.0,2.0,100.0,62.0,8.0,1.0,15.7,1,0.0,0,2012,2,4,20
1194,14.0,23.0,1.4,3.0,43.0,6.0,7.0,20.0,95.0,57.0,8.0,8.0,16.4,1,8.2,1,2012,2,4,22
1195,12.2,22.5,8.2,2.0,39.0,4.0,0.0,19.0,95.0,42.0,4.0,1.0,16.9,1,0.8,0,2012,2,4,23
1196,10.0,14.2,0.8,1.0,35.0,0.0,17.0,15.0,84.0,79.0,8.0,8.0,10.3,0,1.0,0,2012,2,4,24
1197,7.3,17.0,1.0,1.0,39.0,0.0,26.0,22.0,81.0,63.0,4.0,7.0,9.8,0,0.0,0,2012,2,4,25
1199,5.5,19.6,0.0,0.0,19.0,1.0,4.0,7.0,100.0,58.0,8.0,6.0,9.4,0,0.0,0,2012,2,4,27
1203,6.8,20.7,0.0,14.0,24.0,14.0,0.0,15.0,93.0,56.0,7.0,7.0,11.3,0,0.0,0,2012,2,5,1
1204,7.6,16.3,0.0,0.0,30.0,1.0,17.0,22.0,94.0,89.0,7.0,8.0,14.2,0,1.6,1,2012,2,5,2
1208,4.1,13.3,0.0,2.0,17.0,8.0,7.0,13.0,100.0,71.0,8.0,8.0,6.9,0,0.0,0,2012,2,5,6
1209,4.0,14.5,0.0,13.0,20.0,14.0,4.0,11.0,99.0,68.0,8.0,5.0,8.0,0,0.0,0,2012,2,5,7
1210,5.5,20.3,0.0,3.0,28.0,3.0,0.0,13.0,91.0,49.0,8.0,1.0,9.0,0,0.0,0,2012,2,5,8
1211,7.2,17.0,0.0,2.0,26.0,12.0,4.0,7.0,92.0,72.0,8.0,5.0,11.7,0,0.4,0,2012,2,5,9
1212,7.5,21.4,0.4,10.0,13.0,10.0,0.0,7.0,100.0,56.0,5.0,7.0,12.5,0,0.0,0,2012,2,5,10
1215,6.4,14.8,0.0,0.0,43.0,2.0,24.0,20.0,81.0,56.0,5.0,6.0,9.2,0,0.0,0,2012,2,5,13
1218,3.2,17.0,0.0,14.0,17.0,8.0,0.0,9.0,94.0,58.0,8.0,2.0,7.6,0,0.0,0,2012,2,5,16
1223,0.9,15.0,0.0,0.0,13.0,16.0,0.0,0.0,100.0,59.0,8.0,5.0,5.0,0,0.0,0,2012,2,5,21
1224,1.9,15.6,0.0,8.0,22.0,6.0,0.0,9.0,90.0,54.0,8.0,7.0,6.8,0,0.0,0,2012,2,5,22
1226,7.8,17.0,0.0,8.0,24.0,10.0,4.0,11.0,82.0,96.0,2.0,8.0,10.9,0,29.4,1,2012,2,5,24
1227,5.5,9.4,29.4,0.0,59.0,4.0,19.0,22.0,87.0,86.0,8.0,8.0,7.6,1,6.0,1,2012,2,5,25
1228,6.7,13.2,6.0,1.0,35.0,1.0,13.0,13.0,95.0,79.0,7.0,8.0,7.9,1,0.4,0,2012,2,5,26
1229,5.7,15.4,0.4,0.0,20.0,0.0,2.0,13.0,100.0,63.0,8.0,1.0,7.0,0,0.2,0,2012,2,5,27
1236,5.7,13.7,3.6,9.0,31.0,9.0,9.0,9.0,84.0,72.0,7.0,8.0,9.7,1,0.0,0,2012,2,6,3
1237,4.8,14.5,0.0,0.0,35.0,0.0,9.0,19.0,100.0,86.0,8.0,8.0,6.3,0,6.0,1,2012,2,6,4
1242,0.0,14.8,0.0,3.0,11.0,12.0,2.0,6.0,100.0,64.0,7.0,5.0,3.0,0,0.0,0,2012,2,6,9
1243,0.2,15.6,0.0,10.0,13.0,15.0,0.0,6.0,100.0,50.0,8.0,1.0,4.0,0,0.0,0,2012,2,6,10
1247,2.3,16.7,0.0,8.0,43.0,3.0,6.0,17.0,97.0,65.0,7.0,8.0,7.3,0,0.0,0,2012,2,6,14
1249,1.4,10.3,0.0,12.0,20.0,14.0,4.0,6.0,98.0,86.0,8.0,7.0,5.5,0,0.0,0,2012,2,6,16
1250,4.4,11.6,0.0,0.0,26.0,4.0,9.0,13.0,93.0,89.0,8.0,7.0,8.8,0,0.0,0,2012,2,6,17
1253,-1.3,11.7,0.0,3.0,20.0,3.0,0.0,13.0,100.0,64.0,8.0,7.0,3.0,0,0.6,0,2012,2,6,20
1254,3.0,13.8,0.6,5.0,35.0,6.0,9.0,17.0,83.0,59.0,8.0,8.0,10.2,0,5.2,1,2012,2,6,21
1255,7.5,9.7,5.2,4.0,44.0,1.0,15.0,15.0,91.0,90.0,8.0,8.0,8.4,1,0.8,0,2012,2,6,22
1256,-1.7,10.6,0.8,4.0,24.0,11.0,4.0,17.0,100.0,68.0,8.0,8.0,0.3,0,0.4,0,2012,2,6,23
1257,0.2,11.3,0.4,0.0,24.0,1.0,9.0,9.0,98.0,89.0,8.0,8.0,8.0,0,1.4,1,2012,2,6,24
1258,3.1,13.3,1.4,0.0,28.0,0.0,9.0,20.0,100.0,81.0,8.0,8.0,7.7,1,1.0,0,2012,2,6,25
1260,1.8,13.7,0.0,12.0,15.0,12.0,0.0,7.0,93.0,67.0,8.0,8.0,6.1,0,0.0,0,2012,2,6,27
1261,1.2,12.3,0.0,8.0,15.0,12.0,0.0,7.0,100.0,74.0,8.0,7.0,5.5,0,3.8,1,2012,2,6,28
1262,5.5,15.5,3.8,1.0,35.0,5.0,0.0,19.0,100.0,68.0,7.0,8.0,9.9,1,4.6,1,2012,2,6,29
1263,0.6,11.7,4.6,11.0,39.0,4.0,0.0,19.0,100.0,68.0,8.0,8.0,4.3,1,3.8,1,2012,2,6,30
1264,3.7,9.6,3.8,11.0,26.0,1.0,7.0,9.0,100.0,91.0,8.0,8.0,6.5,1,4.6,1,2012,3,7,1
1272,0.2,15.1,0.0,14.0,24.0,12.0,0.0,9.0,95.0,60.0,1.0,1.0,5.2,0,2.4,1,2012,3,7,9
1273,5.2,11.9,2.4,8.0,44.0,3.0,7.0,22.0,95.0,97.0,7.0,8.0,9.1,1,27.2,1,2012,3,7,10
1274,9.0,14.0,27.2,4.0,39.0,6.0,15.0,15.0,87.0,73.0,2.0,3.0,10.8,1,0.0,0,2012,3,7,11
1276,7.1,15.8,15.4,11.0,24.0,1.0,6.0,13.0,100.0,81.0,7.0,8.0,12.5,1,14.2,1,2012,3,7,13
1277,9.8,14.5,14.2,1.0,48.0,11.0,11.0,19.0,97.0,72.0,7.0,7.0,10.3,1,9.4,1,2012,3,7,14
1278,6.4,11.3,9.4,11.0,33.0,1.0,17.0,17.0,89.0,64.0,7.0,8.0,7.2,1,2.8,1,2012,3,7,15
1279,7.2,12.4,2.8,5.0,22.0,5.0,7.0,15.0,94.0,89.0,8.0,8.0,10.1,1,0.4,0,2012,3,7,16
1280,8.7,15.4,0.4,4.0,19.0,4.0,0.0,9.0,100.0,66.0,8.0,8.0,10.2,0,0.0,0,2012,3,7,17
1281,7.7,15.3,0.0,2.0,39.0,11.0,4.0,19.0,84.0,69.0,2.0,8.0,10.8,0,0.6,0,2012,3,7,18
1282,-0.8,12.7,0.6,0.0,24.0,0.0,0.0,17.0,100.0,58.0,8.0,3.0,2.3,0,0.0,0,2012,3,7,19
1283,2.3,15.3,0.0,0.0,31.0,2.0,0.0,17.0,86.0,67.0,3.0,8.0,9.2,0,0.0,0,2012,3,7,20
1286,-0.1,16.1,0.0,0.0,13.0,1.0,0.0,4.0,100.0,49.0,1.0,1.0,5.6,0,0.0,0,2012,3,7,23
1288,2.9,14.6,0.0,3.0,28.0,3.0,0.0,13.0,94.0,64.0,8.0,8.0,7.0,0,2.4,1,2012,3,7,25
1290,6.7,11.5,6.2,6.0,17.0,3.0,9.0,9.0,96.0,86.0,8.0,4.0,7.8,1,4.0,1,2012,3,7,27
1291,4.1,13.2,4.0,0.0,28.0,1.0,6.0,15.0,100.0,71.0,8.0,8.0,5.9,1,1.8,1,2012,3,7,28
1297,2.5,14.9,0.0,5.0,24.0,5.0,0.0,13.0,95.0,53.0,8.0,7.0,6.0,0,0.0,0,2012,3,8,3
1298,1.5,14.9,0.0,1.0,28.0,0.0,0.0,9.0,99.0,62.0,7.0,8.0,5.8,0,2.0,1,2012,3,8,4
1299,3.0,16.6,2.0,1.0,54.0,1.0,11.0,19.0,92.0,59.0,8.0,8.0,8.6,1,1.4,1,2012,3,8,5
1300,4.1,11.9,1.4,1.0,50.0,0.0,17.0,17.0,86.0,60.0,5.0,6.0,6.1,1,0.0,0,2012,3,8,6
1303,5.7,11.8,11.2,7.0,65.0,2.0,22.0,19.0,87.0,82.0,1.0,8.0,8.7,1,1.0,0,2012,3,8,9
1309,2.1,13.0,1.2,1.0,26.0,0.0,6.0,11.0,100.0,67.0,8.0,2.0,6.2,1,0.6,0,2012,3,8,15
1310,6.2,14.7,0.6,11.0,33.0,11.0,0.0,17.0,88.0,63.0,8.0,8.0,9.0,0,13.4,1,2012,3,8,16
1311,6.4,11.7,13.4,11.0,50.0,11.0,19.0,31.0,95.0,69.0,7.0,8.0,6.8,1,6.6,1,2012,3,8,17
1312,3.0,14.9,6.6,2.0,37.0,0.0,0.0,20.0,99.0,74.0,8.0,8.0,6.7,1,0.0,0,2012,3,8,18
1314,2.1,12.4,0.0,12.0,17.0,10.0,2.0,6.0,89.0,55.0,8.0,2.0,6.4,0,0.0,0,2012,3,8,20
1315,2.1,16.4,0.0,5.0,33.0,3.0,7.0,19.0,84.0,45.0,2.0,1.0,7.9,0,0.0,0,2012,3,8,21
1317,8.2,13.6,1.0,11.0,43.0,2.0,24.0,2.0,79.0,96.0,8.0,7.0,11.8,0,9.4,1,2012,3,8,23
1318,5.3,11.4,9.4,1.0,46.0,11.0,15.0,20.0,90.0,70.0,8.0,8.0,6.1,1,2.0,1,2012,3,8,24
1319,6.1,10.7,2.0,1.0,28.0,11.0,6.0,13.0,86.0,63.0,8.0,8.0,7.0,1,0.8,0,2012,3,8,25
1320,7.0,14.2,0.8,2.0,31.0,0.0,15.0,19.0,85.0,50.0,3.0,6.0,10.2,0,0.0,0,2012,3,8,26
1321,-0.2,14.3,0.0,12.0,19.0,10.0,7.0,7.0,100.0,59.0,8.0,1.0,4.6,0,0.0,0,2012,3,8,27
1324,6.2,12.8,0.6,0.0,56.0,0.0,26.0,26.0,85.0,53.0,8.0,6.0,8.6,0,1.0,0,2012,3,8,30
1325,3.4,13.4,1.0,1.0,39.0,2.0,17.0,26.0,88.0,47.0,8.0,7.0,5.3,0,0.4,0,2012,3,8,31
1331,7.7,17.2,0.2,4.0,44.0,5.0,20.0,22.0,69.0,57.0,7.0,8.0,12.4,0,2.6,1,2012,3,9,6
1332,6.8,13.8,2.6,0.0,67.0,1.0,35.0,33.0,86.0,59.0,8.0,8.0,8.0,1,3.4,1,2012,3,9,7
1333,7.5,15.2,3.4,1.0,46.0,1.0,22.0,24.0,86.0,63.0,8.0,8.0,9.6,1,0.0,0,2012,3,9,8
1339,0.8,13.7,0.0,0.0,31.0,1.0,6.0,20.0,77.0,61.0,8.0,8.0,7.7,0,0.0,0,2012,3,9,14
1342,4.7,17.9,0.0,3.0,20.0,11.0,6.0,9.0,82.0,53.0,1.0,7.0,11.9,0,0.0,0,2012,3,9,17
1343,5.0,16.5,0.0,4.0,33.0,12.0,11.0,13.0,85.0,68.0,8.0,4.0,11.2,0,13.2,1,2012,3,9,18
1344,8.4,19.2,13.2,3.0,43.0,3.0,6.0,7.0,87.0,58.0,7.0,1.0,12.7,1,0.4,0,2012,3,9,19
1345,10.4,22.1,0.4,0.0,39.0,14.0,9.0,26.0,87.0,50.0,7.0,6.0,14.0,0,0.0,0,2012,3,9,20
1346,11.9,19.4,0.0,0.0,39.0,0.0,15.0,22.0,85.0,60.0,8.0,8.0,13.2,0,0.2,0,2012,3,9,21
1348,4.2,20.7,0.0,1.0,48.0,1.0,11.0,30.0,79.0,45.0,1.0,3.0,13.0,0,0.0,0,2012,3,9,23
1352,7.6,25.7,0.0,6.0,54.0,3.0,6.0,15.0,77.0,44.0,5.0,1.0,14.3,0,0.0,0,2012,3,9,27
